#datetime;z_new_flow_SU
20190727T005959;0
20190727T010059;0
20190727T010159;0
20190727T010259;0
20190727T010359;0
20190727T010459;0
20190727T010559;0
20190727T010659;0
20190727T010759;0
20190727T010859;0
20190727T010959;0
20190727T011059;0
20190727T011159;0
20190727T011259;0
20190727T011359;0
20190727T011459;0
20190727T011559;0
20190727T011659;0
20190727T011759;0
20190727T011859;0
20190727T011959;0
20190727T012059;0
20190727T012159;0
20190727T012259;0
20190727T012359;0
20190727T012459;0
20190727T012559;0
20190727T012659;0
20190727T012759;0
20190727T012859;0
20190727T012959;1.6791e-06
20190727T013059;8.641e-06
20190727T013159;2.4503e-05
20190727T013259;5.4514e-05
20190727T013359;0.00010216
20190727T013459;0.00017036
20190727T013559;0.00026169
20190727T013659;0.00037851
20190727T013759;0.00052299
20190727T013859;0.0006972
20190727T013959;0.00090447
20190727T014059;0.0011508
20190727T014159;0.0014401
20190727T014259;0.0017758
20190727T014359;0.0021608
20190727T014459;0.0025977
20190727T014559;0.0030889
20190727T014659;0.0036365
20190727T014759;0.0042425
20190727T014859;0.0049088
20190727T014959;0.0056376
20190727T015059;0.0064319
20190727T015159;0.0072941
20190727T015259;0.0082258
20190727T015359;0.0092286
20190727T015459;0.010304
20190727T015559;0.011453
20190727T015659;0.012678
20190727T015759;0.013981
20190727T015859;0.015361
20190727T015959;0.016823
20190727T020059;0.018366
20190727T020159;0.019992
20190727T020259;0.021701
20190727T020359;0.023494
20190727T020459;0.025376
20190727T020559;0.027347
20190727T020659;0.029408
20190727T020759;0.031559
20190727T020859;0.0338
20190727T020959;0.036129
20190727T021059;0.038551
20190727T021159;0.041064
20190727T021259;0.043666
20190727T021359;0.046355
20190727T021459;0.049129
20190727T021559;0.051985
20190727T021659;0.05492
20190727T021759;0.057928
20190727T021859;0.061005
20190727T021959;0.064149
20190727T022059;0.067357
20190727T022159;0.070625
20190727T022259;0.073951
20190727T022359;0.077331
20190727T022459;0.080767
20190727T022559;0.084255
20190727T022659;0.087791
20190727T022759;0.091375
20190727T022859;0.095002
20190727T022959;0.09867
20190727T023059;0.10237
20190727T023159;0.10611
20190727T023259;0.10988
20190727T023359;0.11368
20190727T023459;0.11751
20190727T023559;0.12135
20190727T023659;0.12521
20190727T023759;0.12907
20190727T023859;0.13293
20190727T023959;0.13678
20190727T024059;0.14062
20190727T024159;0.14445
20190727T024259;0.14825
20190727T024359;0.15204
20190727T024459;0.15579
20190727T024559;0.15951
20190727T024659;0.1632
20190727T024759;0.16685
20190727T024859;0.17047
20190727T024959;0.17403
20190727T025059;0.17755
20190727T025159;0.18101
20190727T025259;0.18441
20190727T025359;0.18775
20190727T025459;0.19103
20190727T025559;0.19425
20190727T025659;0.19739
20190727T025759;0.20047
20190727T025859;0.20348
20190727T025959;0.20642
20190727T030059;0.20929
20190727T030159;0.21209
20190727T030259;0.21483
20190727T030359;0.21751
20190727T030459;0.22012
20190727T030559;0.22266
20190727T030659;0.22513
20190727T030759;0.22753
20190727T030859;0.22985
20190727T030959;0.2321
20190727T031059;0.23427
20190727T031159;0.23637
20190727T031259;0.23841
20190727T031359;0.24037
20190727T031459;0.24227
20190727T031559;0.24411
20190727T031659;0.24588
20190727T031759;0.2476
20190727T031859;0.24924
20190727T031959;0.25083
20190727T032059;0.25235
20190727T032159;0.25382
20190727T032259;0.25523
20190727T032359;0.25659
20190727T032459;0.2579
20190727T032559;0.25917
20190727T032659;0.2604
20190727T032759;0.26159
20190727T032859;0.26275
20190727T032959;0.26386
20190727T033059;0.26494
20190727T033159;0.266
20190727T033259;0.26702
20190727T033359;0.26803
20190727T033459;0.26901
20190727T033559;0.26998
20190727T033659;0.27093
20190727T033759;0.27187
20190727T033859;0.27279
20190727T033959;0.2737
20190727T034059;0.27459
20190727T034159;0.27548
20190727T034259;0.27635
20190727T034359;0.2772
20190727T034459;0.27805
20190727T034559;0.27889
20190727T034659;0.27972
20190727T034759;0.28054
20190727T034859;0.28135
20190727T034959;0.28215
20190727T035059;0.28295
20190727T035159;0.28374
20190727T035259;0.28453
20190727T035359;0.2853
20190727T035459;0.28607
20190727T035559;0.28683
20190727T035659;0.28758
20190727T035759;0.28832
20190727T035859;0.28905
20190727T035959;0.28977
20190727T040059;0.29047
20190727T040159;0.29116
20190727T040259;0.29184
20190727T040359;0.2925
20190727T040459;0.29315
20190727T040559;0.29378
20190727T040659;0.2944
20190727T040759;0.295
20190727T040859;0.29559
20190727T040959;0.29617
20190727T041059;0.29673
20190727T041159;0.29727
20190727T041259;0.2978
20190727T041359;0.29832
20190727T041459;0.29881
20190727T041559;0.2993
20190727T041659;0.29977
20190727T041759;0.30022
20190727T041859;0.30066
20190727T041959;0.30109
20190727T042059;0.3015
20190727T042159;0.3019
20190727T042259;0.30229
20190727T042359;0.30266
20190727T042459;0.30302
20190727T042559;0.30336
20190727T042659;0.3037
20190727T042759;0.30402
20190727T042859;0.30433
20190727T042959;0.30463
20190727T043059;0.30492
20190727T043159;0.3052
20190727T043259;0.30547
20190727T043359;0.30573
20190727T043459;0.30598
20190727T043559;0.30622
20190727T043659;0.30645
20190727T043759;0.30667
20190727T043859;0.30689
20190727T043959;0.30709
20190727T044059;0.30729
20190727T044159;0.30748
20190727T044259;0.30767
20190727T044359;0.30784
20190727T044459;0.30802
20190727T044559;0.30818
20190727T044659;0.30834
20190727T044759;0.3085
20190727T044859;0.30865
20190727T044959;0.3088
20190727T045059;0.30894
20190727T045159;0.30908
20190727T045259;0.30922
20190727T045359;0.30935
20190727T045459;0.30948
20190727T045559;0.3096
20190727T045659;0.30972
20190727T045759;0.30984
20190727T045859;0.30996
20190727T045959;0.31007
20190727T050059;0.31018
20190727T050159;0.31028
20190727T050259;0.31039
20190727T050359;0.31049
20190727T050459;0.31059
20190727T050559;0.31068
20190727T050659;0.31077
20190727T050759;0.31086
20190727T050859;0.31095
20190727T050959;0.31104
20190727T051059;0.31112
