#datetime;z_new_flow_SU
20190727T005959;0
20190727T010059;0
20190727T010159;0
20190727T010259;0
20190727T010359;0
20190727T010459;0
20190727T010559;0
20190727T010659;0
20190727T010759;0
20190727T010859;0
20190727T010959;0
20190727T011059;0
20190727T011159;0
20190727T011259;0
20190727T011359;0
20190727T011459;0
20190727T011559;0
20190727T011659;0
20190727T011759;0
20190727T011859;0
20190727T011959;0
20190727T012059;0
20190727T012159;0
20190727T012259;0
20190727T012359;0
20190727T012459;0
20190727T012559;0
20190727T012659;0
20190727T012759;0
20190727T012859;0
20190727T012959;9.9843e-07
20190727T013059;5.138e-06
20190727T013159;1.457e-05
20190727T013259;3.2414e-05
20190727T013359;6.0748e-05
20190727T013459;0.0001013
20190727T013559;0.0001556
20190727T013659;0.00022506
20190727T013759;0.00031098
20190727T013859;0.00041456
20190727T013959;0.00053781
20190727T014059;0.00068426
20190727T014159;0.00085631
20190727T014259;0.0010559
20190727T014359;0.0012849
20190727T014459;0.0015446
20190727T014559;0.0018367
20190727T014659;0.0021623
20190727T014759;0.0025226
20190727T014859;0.0029188
20190727T014959;0.0033521
20190727T015059;0.0038245
20190727T015159;0.0043371
20190727T015259;0.0048911
20190727T015359;0.0054874
20190727T015459;0.0061266
20190727T015559;0.0068099
20190727T015659;0.0075384
20190727T015759;0.008313
20190727T015859;0.009134
20190727T015959;0.010003
20190727T020059;0.010921
20190727T020159;0.011887
20190727T020259;0.012904
20190727T020359;0.01397
20190727T020459;0.015089
20190727T020559;0.016261
20190727T020659;0.017486
20190727T020759;0.018765
20190727T020859;0.020098
20190727T020959;0.021483
20190727T021059;0.022923
20190727T021159;0.024417
20190727T021259;0.025964
20190727T021359;0.027563
20190727T021459;0.029213
20190727T021559;0.030911
20190727T021659;0.032656
20190727T021759;0.034444
20190727T021859;0.036274
20190727T021959;0.038144
20190727T022059;0.040051
20190727T022159;0.041994
20190727T022259;0.043972
20190727T022359;0.045981
20190727T022459;0.048025
20190727T022559;0.050099
20190727T022659;0.052201
20190727T022759;0.054332
20190727T022859;0.056489
20190727T022959;0.05867
20190727T023059;0.060871
20190727T023159;0.063094
20190727T023259;0.065335
20190727T023359;0.067594
20190727T023459;0.06987
20190727T023559;0.072156
20190727T023659;0.074449
20190727T023759;0.076745
20190727T023859;0.079041
20190727T023959;0.081332
20190727T024059;0.083614
20190727T024159;0.085889
20190727T024259;0.088153
20190727T024359;0.090402
20190727T024459;0.092632
20190727T024559;0.094846
20190727T024659;0.09704
20190727T024759;0.099212
20190727T024859;0.10136
20190727T024959;0.10348
20190727T025059;0.10557
20190727T025159;0.10763
20190727T025259;0.10965
20190727T025359;0.11164
20190727T025459;0.11359
20190727T025559;0.1155
20190727T025659;0.11737
20190727T025759;0.1192
20190727T025859;0.12099
20190727T025959;0.12274
20190727T030059;0.12445
20190727T030159;0.12611
20190727T030259;0.12774
20190727T030359;0.12933
20190727T030459;0.13088
20190727T030559;0.13239
20190727T030659;0.13386
20190727T030759;0.13529
20190727T030859;0.13667
20190727T030959;0.13801
20190727T031059;0.1393
20190727T031159;0.14055
20190727T031259;0.14176
20190727T031359;0.14292
20190727T031459;0.14405
20190727T031559;0.14515
20190727T031659;0.1462
20190727T031759;0.14722
20190727T031859;0.1482
20190727T031959;0.14915
20190727T032059;0.15005
20190727T032159;0.15092
20190727T032259;0.15176
20190727T032359;0.15257
20190727T032459;0.15335
20190727T032559;0.15411
20190727T032659;0.15484
20190727T032759;0.15555
20190727T032859;0.15623
20190727T032959;0.15689
20190727T033059;0.15754
20190727T033159;0.15816
20190727T033259;0.15878
20190727T033359;0.15937
20190727T033459;0.15996
20190727T033559;0.16053
20190727T033659;0.1611
20190727T033759;0.16165
20190727T033859;0.1622
20190727T033959;0.16274
20190727T034059;0.16328
20190727T034159;0.1638
20190727T034259;0.16432
20190727T034359;0.16483
20190727T034459;0.16533
20190727T034559;0.16583
20190727T034659;0.16632
20190727T034759;0.16681
20190727T034859;0.16729
20190727T034959;0.16777
20190727T035059;0.16825
20190727T035159;0.16872
20190727T035259;0.16918
20190727T035359;0.16964
20190727T035459;0.1701
20190727T035559;0.17055
20190727T035659;0.171
20190727T035759;0.17144
20190727T035859;0.17187
20190727T035959;0.1723
20190727T040059;0.17272
20190727T040159;0.17313
20190727T040259;0.17353
20190727T040359;0.17392
20190727T040459;0.17431
20190727T040559;0.17469
20190727T040659;0.17505
20190727T040759;0.17541
20190727T040859;0.17576
20190727T040959;0.1761
20190727T041059;0.17644
20190727T041159;0.17676
20190727T041259;0.17707
20190727T041359;0.17738
20190727T041459;0.17768
20190727T041559;0.17797
20190727T041659;0.17825
20190727T041759;0.17852
20190727T041859;0.17878
20190727T041959;0.17903
20190727T042059;0.17928
20190727T042159;0.17951
20190727T042259;0.17974
20190727T042359;0.17996
20190727T042459;0.18018
20190727T042559;0.18038
20190727T042659;0.18058
20190727T042759;0.18077
20190727T042859;0.18096
20190727T042959;0.18114
20190727T043059;0.18131
20190727T043159;0.18148
20190727T043259;0.18164
20190727T043359;0.18179
20190727T043459;0.18194
20190727T043559;0.18208
20190727T043659;0.18222
20190727T043759;0.18235
20190727T043859;0.18248
20190727T043959;0.1826
20190727T044059;0.18272
20190727T044159;0.18283
20190727T044259;0.18294
20190727T044359;0.18305
20190727T044459;0.18315
20190727T044559;0.18325
20190727T044659;0.18334
20190727T044759;0.18344
20190727T044859;0.18353
20190727T044959;0.18361
20190727T045059;0.1837
20190727T045159;0.18378
20190727T045259;0.18386
20190727T045359;0.18394
20190727T045459;0.18402
20190727T045559;0.18409
20190727T045659;0.18416
20190727T045759;0.18423
20190727T045859;0.1843
20190727T045959;0.18437
20190727T050059;0.18443
20190727T050159;0.1845
20190727T050259;0.18456
20190727T050359;0.18462
20190727T050459;0.18468
20190727T050559;0.18473
20190727T050659;0.18479
20190727T050759;0.18484
20190727T050859;0.1849
20190727T050959;0.18495
20190727T051059;0.185
