#datetime;z_new_flow_RS
20190727T051659;2.1043
20190727T051759;2.0105
20190727T051859;1.9014
20190727T051959;1.8091
20190727T052059;1.6964
20190727T052159;1.5766
20190727T052259;1.4765
20190727T052359;1.3522
20190727T052459;1.2184
20190727T052559;1.0799
20190727T052659;0.94886
20190727T052759;0.81339
20190727T052859;0.68991
20190727T052959;0.56866
20190727T053059;0.46277
20190727T053159;0.38646
20190727T053259;0.35734
20190727T053359;0.38371
20190727T053459;0.42764
20190727T053559;0.4825
20190727T053659;0.54814
20190727T053759;0.61784
20190727T053859;0.68631
20190727T053959;0.75993
20190727T054059;0.842
20190727T054159;0.94333
20190727T054259;1.0563
20190727T054359;1.177
20190727T054459;1.2974
20190727T054559;1.4377
20190727T054659;1.5742
20190727T054759;1.7267
20190727T054859;1.8827
20190727T054959;2.0203
20190727T055059;2.139
20190727T055159;2.2289
20190727T055259;2.2922
20190727T055359;2.2962
20190727T055459;2.2289
20190727T055559;2.132
20190727T055659;2.0216
20190727T055759;1.9181
20190727T055859;1.801
20190727T055959;1.6716
20190727T060059;1.554
20190727T060159;1.4623
20190727T060259;1.3471
20190727T060359;1.22
20190727T060459;1.0828
20190727T060559;0.94443
20190727T060659;0.8004
20190727T060759;0.65947
20190727T060859;0.52288
20190727T060959;0.40046
20190727T061059;0.30024
20190727T061159;0.23528
20190727T061259;0.22774
20190727T061359;0.26827
20190727T061459;0.34517
20190727T061559;0.4299
20190727T061659;0.51781
20190727T061759;0.60839
20190727T061859;0.6958
20190727T061959;0.7869
20190727T062059;0.89467
20190727T062159;1.0121
20190727T062259;1.1365
20190727T062359;1.2683
20190727T062459;1.4071
20190727T062559;1.5501
20190727T062659;1.6951
20190727T062759;1.8513
20190727T062859;1.9965
20190727T062959;2.1263
20190727T063059;2.2259
20190727T063159;2.2942
20190727T063259;2.3017
20190727T063359;2.2273
20190727T063459;2.1269
20190727T063559;2.0153
20190727T063659;1.9162
20190727T063759;1.8032
20190727T063859;1.6775
20190727T063959;1.569
20190727T064059;1.4849
20190727T064159;1.3805
20190727T064259;1.2845
20190727T064359;1.1773
20190727T064459;1.0596
20190727T064559;0.93583
20190727T064659;0.81397
20190727T064759;0.69216
20190727T064859;0.58163
20190727T064959;0.49122
20190727T065059;0.43696
20190727T065159;0.43005
20190727T065259;0.46158
20190727T065359;0.51479
20190727T065459;0.58117
20190727T065559;0.65713
20190727T065659;0.73976
20190727T065759;0.82687
20190727T065859;0.92158
20190727T065959;1.0387
20190727T070059;1.1619
20190727T070159;1.2957
20190727T070259;1.4412
20190727T070359;1.5859
20190727T070459;1.7256
20190727T070559;1.8675
20190727T070659;2.0084
20190727T070759;2.147
20190727T070859;2.262
20190727T070959;2.3462
20190727T071059;2.4079
20190727T071159;2.3932
20190727T071259;2.3181
20190727T071359;2.2294
20190727T071459;2.1007
20190727T071559;1.9534
20190727T071659;1.8039
20190727T071759;1.6553
20190727T071859;1.5364
20190727T071959;1.4293
20190727T072059;1.298
20190727T072159;1.1559
20190727T072259;1.0005
20190727T072359;0.85435
20190727T072459;0.70853
20190727T072559;0.57037
20190727T072659;0.43986
20190727T072759;0.31919
20190727T072859;0.25069
20190727T072959;0.21302
20190727T073059;0.22012
20190727T073159;0.24784
20190727T073259;0.30079
20190727T073359;0.36114
20190727T073459;0.43905
20190727T073559;0.51975
20190727T073659;0.61244
20190727T073759;0.70222
20190727T073859;0.84578
20190727T073959;1.0078
20190727T074059;1.1711
20190727T074159;1.3341
20190727T074259;1.4973
20190727T074359;1.6468
20190727T074459;1.7921
20190727T074559;1.9569
20190727T074659;2.1063
20190727T074759;2.2387
20190727T074859;2.3383
20190727T074959;2.3786
20190727T075059;2.3515
20190727T075159;2.2497
20190727T075259;2.1289
20190727T075359;2.0176
20190727T075459;1.9022
20190727T075559;1.7608
20190727T075659;1.6329
20190727T075759;1.5371
20190727T075859;1.4448
20190727T075959;1.3212
20190727T080059;1.1912
20190727T080159;1.0437
20190727T080259;0.89749
20190727T080359;0.74308
20190727T080459;0.59901
20190727T080559;0.5125
20190727T080659;0.43413
20190727T080759;0.38071
20190727T080859;0.36003
20190727T080959;0.37964
20190727T081059;0.4182
20190727T081159;0.47327
20190727T081259;0.54245
20190727T081359;0.62876
20190727T081459;0.72529
20190727T081559;0.82628
20190727T081659;0.94572
20190727T081759;1.0755
20190727T081859;1.216
20190727T081959;1.3624
20190727T082059;1.5345
20190727T082159;1.6913
20190727T082259;1.8487
20190727T082359;2.013
20190727T082459;2.1664
20190727T082559;2.297
20190727T082659;2.3959
20190727T082759;2.4208
20190727T082859;2.3876
20190727T082959;2.2997
20190727T083059;2.1837
20190727T083159;2.0427
20190727T083259;1.922
20190727T083359;1.8179
20190727T083459;1.7163
20190727T083559;1.6377
20190727T083659;1.5502
20190727T083759;1.4211
20190727T083859;1.2508
20190727T083959;1.0617
20190727T084059;0.87741
20190727T084159;0.704
20190727T084259;0.54793
20190727T084359;0.41277
20190727T084459;0.30222
20190727T084559;0.23928
20190727T084659;0.22578
20190727T084759;0.25366
20190727T084859;0.30991
20190727T084959;0.37301
20190727T085059;0.45303
20190727T085159;0.53484
20190727T085259;0.63019
20190727T085359;0.72093
20190727T085459;0.82497
20190727T085559;0.94382
20190727T085659;1.0795
20190727T085759;1.2183
20190727T085859;1.3725
20190727T085959;1.5435
20190727T090059;1.7084
20190727T090159;1.9166
20190727T090259;2.1191
20190727T090359;2.2955
20190727T090459;2.4245
20190727T090559;2.4754
20190727T090659;2.4396
20190727T090759;2.3363
20190727T090859;2.1943
20190727T090959;2.0423
20190727T091059;1.9062
20190727T091159;1.7529
20190727T091259;1.6151
20190727T091359;1.5183
20190727T091459;1.415
20190727T091559;1.3009
20190727T091659;1.183
20190727T091759;1.0488
20190727T091859;0.92266
20190727T091959;0.77891
20190727T092059;0.63882
20190727T092159;0.50206
20190727T092259;0.39728
20190727T092359;0.32602
20190727T092459;0.31782
20190727T092559;0.3576
20190727T092659;0.42683
20190727T092759;0.50398
20190727T092859;0.63956
20190727T092959;0.7792
20190727T093059;0.91941
20190727T093159;1.0684
20190727T093259;1.203
20190727T093359;1.3248
20190727T093459;1.4574
20190727T093559;1.595
20190727T093659;1.7416
20190727T093759;1.9048
20190727T093859;2.0821
20190727T093959;2.2463
20190727T094059;2.3813
20190727T094159;2.4731
20190727T094259;2.4835
20190727T094359;2.4151
20190727T094459;2.3002
20190727T094559;2.1507
20190727T094659;1.9929
20190727T094759;1.842
20190727T094859;1.6872
20190727T094959;1.5733
20190727T095059;1.4754
20190727T095159;1.3632
20190727T095259;1.2325
20190727T095359;1.0959
20190727T095459;0.94023
20190727T095559;0.78777
20190727T095659;0.68271
20190727T095759;0.57375
20190727T095859;0.47212
20190727T095959;0.38965
20190727T100059;0.35032
20190727T100159;0.36356
20190727T100259;0.40809
20190727T100359;0.47349
20190727T100459;0.55797
20190727T100559;0.65907
20190727T100659;0.77088
20190727T100759;0.89277
20190727T100859;1.0274
20190727T100959;1.1704
20190727T101059;1.3176
20190727T101159;1.4772
20190727T101259;1.6353
20190727T101359;1.7956
20190727T101459;1.9513
20190727T101559;2.1201
20190727T101659;2.2738
20190727T101759;2.3987
20190727T101859;2.4625
20190727T101959;2.4526
20190727T102059;2.3502
20190727T102159;2.2127
20190727T102259;2.055
20190727T102359;1.9194
20190727T102459;1.8044
20190727T102559;1.6975
20190727T102659;1.6256
20190727T102759;1.5386
20190727T102859;1.4103
20190727T102959;1.2459
20190727T103059;1.0673
20190727T103159;0.89138
20190727T103259;0.72429
20190727T103359;0.58128
20190727T103459;0.46217
20190727T103559;0.37849
20190727T103659;0.33922
20190727T103759;0.37342
20190727T103859;0.43337
20190727T103959;0.51485
20190727T104059;0.60055
20190727T104159;0.70223
20190727T104259;0.80478
20190727T104359;0.92184
20190727T104459;1.045
20190727T104559;1.1815
20190727T104659;1.3197
20190727T104759;1.4741
20190727T104859;1.6301
20190727T104959;1.7971
20190727T105059;1.9682
20190727T105159;2.1826
20190727T105259;2.3768
20190727T105359;2.522
20190727T105459;2.576
20190727T105559;2.5286
20190727T105659;2.3811
20190727T105759;2.2173
20190727T105859;2.0257
20190727T105959;1.8568
20190727T110059;1.6881
20190727T110159;1.5583
20190727T110259;1.4599
20190727T110359;1.3471
20190727T110459;1.2327
20190727T110559;1.1164
20190727T110659;1.0145
20190727T110759;0.89988
20190727T110859;0.78474
20190727T110959;0.64376
20190727T111059;0.52948
20190727T111159;0.44035
20190727T111259;0.41844
20190727T111359;0.44621
20190727T111459;0.51154
20190727T111559;0.58976
20190727T111659;0.69087
20190727T111759;0.79707
20190727T111859;0.92091
20190727T111959;1.0988
20190727T112059;1.2803
20190727T112159;1.4558
20190727T112259;1.6319
20190727T112359;1.7925
20190727T112459;1.9406
20190727T112559;2.0781
20190727T112659;2.2342
20190727T112759;2.3837
20190727T112859;2.494
20190727T112959;2.527
20190727T113059;2.476
20190727T113159;2.369
20190727T113259;2.2187
20190727T113359;2.0512
20190727T113459;1.8995
20190727T113559;1.7317
20190727T113659;1.6064
20190727T113759;1.4981
20190727T113859;1.3747
20190727T113959;1.2273
20190727T114059;1.0762
20190727T114159;0.92136
20190727T114259;0.76516
20190727T114359;0.59569
20190727T114459;0.45967
20190727T114559;0.34552
20190727T114659;0.28366
20190727T114759;0.33734
20190727T114859;0.42745
20190727T114959;0.52653
20190727T115059;0.61616
20190727T115159;0.71244
20190727T115259;0.80858
20190727T115359;0.91333
20190727T115459;1.036
20190727T115559;1.171
20190727T115659;1.3165
20190727T115759;1.4734
20190727T115859;1.641
20190727T115959;1.8126
20190727T120059;1.9953
20190727T120159;2.1718
20190727T120259;2.338
20190727T120359;2.4547
20190727T120459;2.4983
20190727T120559;2.4586
20190727T120659;2.3401
20190727T120759;2.1849
20190727T120859;2.0512
20190727T120959;1.893
20190727T121059;1.7386
20190727T121159;1.6235
20190727T121259;1.5281
20190727T121359;1.4028
20190727T121459;1.2732
20190727T121559;1.1202
20190727T121659;0.98103
20190727T121759;0.82757
20190727T121859;0.68145
20190727T121959;0.53944
20190727T122059;0.44482
20190727T122159;0.38409
20190727T122259;0.40483
20190727T122359;0.45782
20190727T122459;0.54103
20190727T122559;0.63217
20190727T122659;0.7425
20190727T122759;0.85507
20190727T122859;0.98422
20190727T122959;1.1193
20190727T123059;1.2653
20190727T123159;1.4119
20190727T123259;1.5774
20190727T123359;1.7355
20190727T123459;1.9031
20190727T123559;2.0759
20190727T123659;2.2494
20190727T123759;2.397
20190727T123859;2.5044
20190727T123959;2.5131
20190727T124059;2.4399
20190727T124159;2.3025
20190727T124259;2.1457
20190727T124359;1.9973
20190727T124459;1.8362
20190727T124559;1.6808
20190727T124659;1.5822
20190727T124759;1.4746
20190727T124859;1.3549
20190727T124959;1.2031
20190727T125059;1.0537
20190727T125159;0.89551
20190727T125259;0.68035
20190727T125359;0.50058
20190727T125459;0.36141
20190727T125559;0.29375
20190727T125659;0.28632
20190727T125759;0.3339
20190727T125859;0.40984
20190727T125959;0.49958
20190727T130059;0.59919
20190727T130159;0.70632
20190727T130259;0.8198
20190727T130359;0.94036
20190727T130459;1.0722
20190727T130559;1.2059
20190727T130659;1.3508
20190727T130759;1.5019
20190727T130859;1.6678
20190727T130959;1.8421
20190727T131059;2.0283
20190727T131159;2.1977
20190727T131259;2.3523
20190727T131359;2.4528
20190727T131459;2.4738
20190727T131559;2.3978
20190727T131659;2.2685
20190727T131759;2.1099
20190727T131859;1.9736
20190727T131959;1.8125
20190727T132059;1.6724
20190727T132159;1.5733
20190727T132259;1.4788
20190727T132359;1.3602
20190727T132459;1.2363
20190727T132559;1.0933
20190727T132659;0.95435
20190727T132759;0.79685
20190727T132859;0.66791
20190727T132959;0.55012
20190727T133059;0.48297
20190727T133159;0.45359
20190727T133259;0.49925
20190727T133359;0.56518
20190727T133459;0.65681
20190727T133559;0.75435
20190727T133659;0.86985
20190727T133759;0.98754
20190727T133859;1.1309
20190727T133959;1.266
20190727T134059;1.4146
20190727T134159;1.5663
20190727T134259;1.7242
20190727T134359;1.879
20190727T134459;2.0483
20190727T134559;2.2089
20190727T134659;2.3619
20190727T134759;2.4655
20190727T134859;2.4898
20190727T134959;2.4072
20190727T135059;2.2818
20190727T135159;2.1272
20190727T135259;1.996
20190727T135359;1.8388
20190727T135459;1.6999
20190727T135559;1.6025
20190727T135659;1.5145
20190727T135759;1.3938
20190727T135859;1.2621
20190727T135959;1.1116
20190727T140059;0.96192
20190727T140159;0.79541
20190727T140259;0.65861
20190727T140359;0.53996
20190727T140459;0.46848
20190727T140559;0.4286
20190727T140659;0.47356
20190727T140759;0.53976
20190727T140859;0.6313
20190727T140959;0.72818
20190727T141059;0.84262
20190727T141159;0.95867
20190727T141259;1.0945
20190727T141359;1.2286
20190727T141459;1.3755
20190727T141559;1.5371
20190727T141659;1.697
20190727T141759;1.854
20190727T141859;2.0247
20190727T141959;2.1876
20190727T142059;2.3458
20190727T142159;2.4572
20190727T142259;2.4936
20190727T142359;2.4276
20190727T142459;2.3076
20190727T142559;2.1552
20190727T142659;2.0254
20190727T142759;1.8703
20190727T142859;1.7261
20190727T142959;1.623
20190727T143059;1.5352
20190727T143159;1.4143
20190727T143259;1.2832
20190727T143359;1.1317
20190727T143459;0.98257
20190727T143559;0.76145
20190727T143659;0.57651
20190727T143759;0.42971
20190727T143859;0.33419
20190727T143959;0.29051
20190727T144059;0.32563
20190727T144159;0.40425
20190727T144259;0.49947
20190727T144359;0.60131
20190727T144459;0.71025
20190727T144559;0.82515
20190727T144659;0.94674
20190727T144759;1.0789
20190727T144859;1.2104
20190727T144959;1.3515
20190727T145059;1.4978
20190727T145159;1.6582
20190727T145259;1.8278
20190727T145359;2.0137
20190727T145459;2.1874
20190727T145559;2.3453
20190727T145659;2.4497
20190727T145759;2.4739
20190727T145859;2.3943
20190727T145959;2.2676
20190727T150059;2.1115
20190727T150159;1.9771
20190727T150259;1.8198
20190727T150359;1.6817
20190727T150459;1.5852
20190727T150559;1.4987
20190727T150659;1.3789
20190727T150759;1.2533
20190727T150859;1.1085
20190727T150959;0.96566
20190727T151059;0.80289
20190727T151159;0.66723
20190727T151259;0.54493
20190727T151359;0.46751
20190727T151459;0.42182
20190727T151559;0.46276
20190727T151659;0.53098
20190727T151759;0.62204
20190727T151859;0.71817
20190727T151959;0.83148
20190727T152059;0.9461
20190727T152159;1.0791
20190727T152259;1.2115
20190727T152359;1.346
20190727T152459;1.4954
20190727T152559;1.6495
20190727T152659;1.805
20190727T152759;1.9787
20190727T152859;2.1458
20190727T152959;2.3093
20190727T153059;2.4285
20190727T153159;2.4792
20190727T153259;2.4365
20190727T153359;2.3187
20190727T153459;2.1685
20190727T153559;2.0342
20190727T153659;1.8906
20190727T153759;1.7463
20190727T153859;1.6391
20190727T153959;1.5567
20190727T154059;1.4442
20190727T154159;1.3201
20190727T154259;1.1742
20190727T154359;1.0372
20190727T154459;0.87405
20190727T154559;0.72414
20190727T154659;0.5847
20190727T154759;0.48895
20190727T154859;0.4207
20190727T154959;0.42286
20190727T155059;0.47141
20190727T155159;0.55287
20190727T155259;0.64294
20190727T155359;0.75242
20190727T155459;0.86411
20190727T155559;0.99206
20190727T155659;1.1312
20190727T155759;1.2741
20190727T155859;1.416
20190727T155959;1.5847
20190727T160059;1.7389
20190727T160159;1.8989
20190727T160259;2.0701
20190727T160359;2.2421
20190727T160459;2.3874
20190727T160559;2.4923
20190727T160659;2.4945
20190727T160759;2.414
20190727T160859;2.2714
20190727T160959;2.1107
20190727T161059;1.9637
20190727T161159;1.8074
20190727T161259;1.6591
20190727T161359;1.5663
20190727T161459;1.4613
20190727T161559;1.3423
20190727T161659;1.1915
20190727T161759;1.0443
20190727T161859;0.83802
20190727T161959;0.64577
20190727T162059;0.48538
20190727T162159;0.36722
20190727T162259;0.30171
20190727T162359;0.28387
20190727T162459;0.31755
20190727T162559;0.38612
20190727T162659;0.47029
20190727T162759;0.56541
20190727T162859;0.6691
20190727T162959;0.7801
20190727T163059;0.89999
20190727T163159;1.0252
20190727T163259;1.1596
20190727T163359;1.2958
20190727T163459;1.4494
20190727T163559;1.6069
20190727T163659;1.7774
20190727T163759;1.9558
20190727T163859;2.1353
20190727T163959;2.2911
20190727T164059;2.4115
20190727T164159;2.4694
20190727T164259;2.426
20190727T164359;2.2973
20190727T164459;2.152
20190727T164559;2.0087
20190727T164659;1.8706
20190727T164759;1.7189
20190727T164859;1.6198
20190727T164959;1.5296
20190727T165059;1.4262
20190727T165159;1.2995
20190727T165259;1.169
20190727T165359;1.0315
20190727T165459;0.88968
20190727T165559;0.73816
20190727T165659;0.61661
20190727T165759;0.50844
20190727T165859;0.45046
20190727T165959;0.42891
20190727T170059;0.48124
20190727T170159;0.55222
20190727T170259;0.64828
20190727T170359;0.74991
20190727T170459;0.86896
20190727T170559;0.99025
20190727T170659;1.1371
20190727T170759;1.2735
20190727T170859;1.4221
20190727T170959;1.5822
20190727T171059;1.7419
20190727T171159;1.8936
20190727T171259;2.0607
20190727T171359;2.2289
20190727T171459;2.3851
20190727T171559;2.4881
20190727T171659;2.4992
20190727T171759;2.4265
20190727T171859;2.3213
20190727T171959;2.164
20190727T172059;2.0347
20190727T172159;1.8859
20190727T172259;1.7372
20190727T172359;1.6266
20190727T172459;1.5328
20190727T172559;1.4023
20190727T172659;1.2646
20190727T172759;1.1033
20190727T172859;0.94854
20190727T172959;0.77772
20190727T173059;0.6241
20190727T173159;0.48154
20190727T173259;0.37963
20190727T173359;0.30624
20190727T173459;0.29661
20190727T173559;0.33877
20190727T173659;0.41612
20190727T173759;0.50189
20190727T173859;0.6072
20190727T173959;0.71439
20190727T174059;0.837
20190727T174159;0.96202
20190727T174259;1.1023
20190727T174359;1.2406
20190727T174459;1.3939
20190727T174559;1.5633
20190727T174659;1.7326
20190727T174759;1.9037
20190727T174859;2.0961
20190727T174959;2.2643
20190727T175059;2.408
20190727T175159;2.4977
20190727T175259;2.4856
20190727T175359;2.3809
20190727T175459;2.239
20190727T175559;2.0679
20190727T175659;1.9256
20190727T175759;1.7646
20190727T175859;1.631
20190727T175959;1.5341
20190727T180059;1.4303
20190727T180159;1.2555
20190727T180259;1.0903
20190727T180359;0.95122
20190727T180459;0.81884
20190727T180559;0.68784
20190727T180659;0.57068
20190727T180759;0.46195
20190727T180859;0.37516
20190727T180959;0.32416
20190727T181059;0.32709
20190727T181159;0.37353
20190727T181259;0.44764
20190727T181359;0.54066
20190727T181459;0.64173
20190727T181559;0.75714
20190727T181659;0.87614
20190727T181759;1.0218
20190727T181859;1.1595
20190727T181959;1.3101
20190727T182059;1.461
20190727T182159;1.6255
20190727T182259;1.7828
20190727T182359;1.9589
20190727T182459;2.132
20190727T182559;2.2969
20190727T182659;2.4139
20190727T182759;2.4643
20190727T182859;2.4147
20190727T182959;2.2972
20190727T183059;2.1496
20190727T183159;2.0177
20190727T183259;1.879
20190727T183359;1.7367
20190727T183459;1.6228
20190727T183559;1.5409
20190727T183659;1.4299
20190727T183759;1.3119
20190727T183859;1.1733
20190727T183959;1.0446
20190727T184059;0.88894
20190727T184159;0.73936
20190727T184259;0.59718
20190727T184359;0.49102
20190727T184459;0.41384
20190727T184559;0.38392
20190727T184659;0.41175
20190727T184759;0.48166
20190727T184859;0.56242
20190727T184959;0.6638
20190727T185059;0.7682
20190727T185159;0.88863
20190727T185259;1.0128
20190727T185359;1.152
20190727T185459;1.2887
20190727T185559;1.4406
20190727T185659;1.5955
20190727T185759;1.7592
20190727T185859;1.9299
20190727T185959;2.1027
20190727T190059;2.2655
20190727T190159;2.4025
20190727T190259;2.4843
20190727T190359;2.4612
20190727T190459;2.3572
20190727T190559;2.2196
20190727T190659;2.0551
20190727T190759;1.9217
20190727T190859;1.7688
20190727T190959;1.6408
20190727T191059;1.5497
20190727T191159;1.4535
20190727T191259;1.3324
20190727T191359;1.1993
20190727T191459;1.0509
20190727T191559;0.90756
20190727T191659;0.75094
20190727T191759;0.62054
20190727T191859;0.49851
20190727T191959;0.42361
20190727T192059;0.36902
20190727T192159;0.39507
20190727T192259;0.45186
20190727T192359;0.53689
20190727T192459;0.6288
20190727T192559;0.73872
20190727T192659;0.85049
20190727T192759;0.97881
20190727T192859;1.1132
20190727T192959;1.2567
20190727T193059;1.4007
20190727T193159;1.5627
20190727T193259;1.7178
20190727T193359;1.8884
20190727T193459;2.0673
20190727T193559;2.241
20190727T193659;2.3829
20190727T193759;2.4819
20190727T193859;2.4629
20190727T193959;2.3773
20190727T194059;2.2365
20190727T194159;2.0804
20190727T194259;1.9393
20190727T194359;1.7331
20190727T194459;1.5732
20190727T194559;1.4582
20190727T194659;1.343
20190727T194759;1.23
20190727T194859;1.1302
20190727T194959;1.0077
20190727T195059;0.90645
20190727T195159;0.79467
20190727T195259;0.6678
20190727T195359;0.54719
20190727T195459;0.4411
20190727T195559;0.37242
20190727T195659;0.36442
20190727T195759;0.41263
20190727T195859;0.48509
20190727T195959;0.58469
20190727T200059;0.69084
20190727T200159;0.81437
20190727T200259;0.94041
20190727T200359;1.0921
20190727T200459;1.232
20190727T200559;1.3819
20190727T200659;1.5443
20190727T200759;1.7051
20190727T200859;1.8587
20190727T200959;2.0391
20190727T201059;2.209
20190727T201159;2.3653
20190727T201259;2.4692
20190727T201359;2.4813
20190727T201459;2.411
20190727T201559;2.3089
20190727T201659;2.1553
20190727T201759;2.0296
20190727T201859;1.8902
20190727T201959;1.7449
20190727T202059;1.6168
20190727T202159;1.5269
20190727T202259;1.4059
20190727T202359;1.2767
20190727T202459;1.1231
20190727T202559;0.9802
20190727T202659;0.81907
20190727T202759;0.6663
20190727T202859;0.52166
20190727T202959;0.40906
20190727T203059;0.32359
20190727T203159;0.29328
20190727T203259;0.31665
20190727T203359;0.3845
20190727T203459;0.46252
20190727T203559;0.56088
20190727T203659;0.66168
20190727T203759;0.77793
